,Followinf Count,Followers Count,Total Tweets,Retweet Count,Tweet Text
1104,1710,96,1582,0,"Will the 19 BJP rebels hurt the ruling party this time around? 
#GujaratAssemblyPolls"
1105,880,2326,32013,3,"Thank You Surat 😍 @ArvindKejriwal 
#Gujrat #GujaratAssemblyPolls https://t.co/FVSNjHYDIi"
1106,145,6130,837748,54,"Narendra Modi and the BJP are done and dusted with in #Gujarat, 

 50% of the chairs were taken back in BJP's election rally after people did not turn up..
 #GujaratElections https://t.co/Aq2RW552mV"
1107,6126,6337,166051,45,"#BreakingViews | ""People love AAP and will vote for it. Congress is finished"": AAP Gujarat Chief @Gopal_Italia on upcoming #GujaratElections https://t.co/sb5kq24Gd7"
1108,2253,2861,7050,11,"Fixed It!

#GujaratElections https://t.co/sJuDGkDnEE"
1109,678,11587,27268,19,"Headed the public meeting at Bajarda Village Dhanduka Assembly, Gujarat and campaigned for #BJP Candidate Kalubhai Dabhi.

Interacted with the people and karyakartas in the district.

#GujaratElections

@JPNadda @blsanthosh @Bhupendrapbjp @PatilOffice https://t.co/8akgDYWlQc"
1110,3188,2060,301496,6,"Ahead of the #GujaratElections, @Basantrajsonu, @shivnarayan01, @BeechBazar and @MnshaP seek to bring you more ground reports and episodes of Another Election Show.

This is possible only if you support us.

Contribute now to fund our election coverage: https://t.co/lKLjJqmHwE https://t.co/gFcjeM4BcE"
1111,5006,5635,75573,11,"Modiji,during the #FarmersProtest, you did not hear these children,who were asking for justice from you for their #farmers,parents and family, villages and towns..

There were no Elections in those days,that's why the voices of these children were not heard...
#GujaratElections https://t.co/hIxheJ7j43"
1112,818,499,6187,3,"Here’s why the translator left midway during Rahul Gandhi’s public address in Gujarat 
#GujaratElections #RahulGandhi #FactCheck 
https://t.co/AhrV1mgQnp"
1113,4976,3552,251578,93,"Go in the election campaign and tell the people what your BJP government has done to the people, then you will know what the people have done.. Then speak what the people have said
Smt. @SupriyaShrinate ji
#GujaratElections https://t.co/ZIlA4UcU87"
1114,27,124329,4388,0,"Gujarat polls : BJP goes all out to woo Congress bastion - Somnath 

https://t.co/XqePOwIxbC
#GujaratElections | #BJP | #Congress"
1115,21,78,1213,4,"Hon'le Higher Education Minister @meet_hayer 
Don't force us to come on roads again. Keep your promise &amp; file an LPA at the earliest
Our hopes r pinned on u &amp; @PunjabGovtIndia .Do the needful asap to ensure #Justice_For_1158
#CM_MANN_PROTECT_1158_21NOV2022
#GujaratElections"
1116,40,11,602,164,"Congress leader @kanhaiyakumar dismisses AAP factor in #Gujarat, says the contest is between BJP &amp; Cong. Listen in. (@PoulomiMSaha) #7at7 with @PreetiChoudhry | #GujaratElections #GujaratElections2022 
Full video of the show - https://t.co/uFce5avO3X https://t.co/mhVwu8Wbi6"
1117,10911,9913,161312,0,"Poll: Will @BJP4India  be able to retain power in Gujarat? #GujaratElections2022 #GujaratElections #Gujarat 
Vote Here: https://t.co/wNlpPdfU0a"
1118,469,43,722,42,"In Delhi, AAP MLA got beaten up &amp; later he ran away to save his life.

The people who attacked him r AAP WORKERS.

AAP workers did it because AAP MLA was involved in corruption &amp; was selling tickets.

Later the MLA was found blaming BJP for this attack.😂😂🤦‍♂️

#GujaratElections"
1119,62,12,3126,28,"The reason why it’s👇called the #BadaJumlaParty aka the #BJP 

#GujaratElections 
#FakeGujaratModel 
#BadaJhootaParty 
#JumlaJeevi https://t.co/Goj9y4D9PN"
1120,145,6130,837749,1,"#VERIFIED | Why is Surat important for #GujaratElections?

Explained on VERIFIED

https://t.co/k53JzEdn3k"
1121,682,271,28129,33,"I have courage to contest against him (SP's Kandhal Jadeja). I'll with a big margin...Voters of Kutiyana constituency know &amp; respect me. I look after the poor &amp; everyone else. So, I'm confident they'll vote for me: Dheliben Odedara, BJP candidate from Kutiyana

#GujaratElections https://t.co/nTl5BErnu2"
1122,523,63,7538,62,"'...With #Shraddha's body in the freezer, #Aftab got other women home. All Hindu...Told police Hindu girls are more emotional...'
Assam CM @himantabiswa makes a strong pitch for strong laws against *#LoveJihad* during campaign in #GujaratElections @PoulomiMSaha gets us the latest https://t.co/bILhxkWrPu"
1123,168,66842,442473,0,"Congress has destroyed Gujarat and entire country: PM @narendramodi 

#GujaratElections2022 #GujaratElections #AssemblyElections2022 

https://t.co/YDOSOQTe9s https://t.co/shRi4hR97w"
1124,7135,6706,4298,0,"Mr. @ArvindKejriwal,
Do you still call yourself ""Katar Imandar""?
I don't think you should

Madam @AtishiAAP ji,
Can you even defend this?
I think NO

#ArvindKejriwal #KejriwalFailsDelhi #Corruption #Cash #GujaratElections #mcdelection2022 #AAPLootingDelhi #AAPExposed #Delhi #scam"
1125,3526,613,2160,2,"#Gujarat goes to polls for 89 of the total 182 assembly seats in phase one on December 1. Here are the five key battles to watch out for in the state.
#DIU #GujaratElections https://t.co/sCmDg39rqW"
1126,1339,784,706,2,"#BJP is a criminal, corrupt and rights snatcher party a brutal political face of #RSS 
The only way to get rid of it is to vote against it.
#boycott BJP in #GujaratElections2022 
#GujaratElections #जागो_हिंदू  #Argentina #ગુજરાતના_દિલમાં_ફક્ત_ભાજપ #SajidKhan #OBC_आरक्षण_बहाल_करो https://t.co/vIVNUHg8nz"
1127,483,579,74225,0,"I don't get tensed now, will get deleted from records, names of heads of all constitutional and statuette bodies who deficient more than 30% in last 8 yrs! chief election commissioner supreme court #Gujarat #GujaratElections #Gujrat_Boycott_BJP"
1128,19,532,10759,0,"Hypocrisy meter of @BJP4India : 
Regular measurement scale: 1 feet = 12 inches
#BJP measurement scale: 1 feet = 56 inches

#BharatJodaYatra @INCTamilNadu @INCIndia @IYC @INCKarnataka #SupremeCourtOfIndia #GujaratElections #GujaratModel #incgujarat @INCGujarat"
1129,1498,38445,14989,0,"#GujaratElections: Surat’s textile business is plummeting – but support for the BJP remains as high as ever

Suresh Narang, a factory owner, put it more bluntly: “If anyone else comes to power, our Miyan bhais get more haabi [dominant].

@psychia90 reports https://t.co/jgvkJ3ahWc"
1130,3748,540,93799,3,"“Growing a beard does not make you Modi, you have to do penance for that, he is not even equal to Modi's beard hair” - MP Poonam Mahajan targets Rahul Gandhi during the campaign in Ghatlodia. 
#GujaratElections #ભાજપ_આવે_છે https://t.co/nYiOeuu20m"
1131,1454,68,15991,23,"Gujarat polls: BJP suspends 12 more rebels for contesting as independent candidates 

Read @ANI Story | https://t.co/1JzcHAXzXc
#GujaratElections #BJP https://t.co/aWq9RWCGm9"
1132,4992,1233,62720,0,"@ANI वो बात अलग है 
After 20 years #Gujarat coastal lines are vulnerable to security
After 20years a “DRY STATE” reported 45deaths due to #hoochtragedy 
After 20years of #Corruption #MorbiBridgeCollapse happened 
#GujaratElections"
1133,6168,11385,156137,21,"The whole country was thinking for some days that only 15 days are left for the #Gujaratelections and till now there is no threat to the life of ""Saheb""…

What a wonderful alarm #Dawood has also set.😄😄

""असलियत यही है कि #बीजेपी के पास नौटंकी के सिवाय अब बाकी कुछ बचा ही नहीं"" https://t.co/TAC4Vcw2bq"
1134,202,55,43167,15,"#GujaratElections | Locals in Surat share their views after AAP Chief Arvind Kejriwal held a road show in the city today

NDTV's Tanushree Pandey reports https://t.co/VZS2q8U6HQ"
1135,1227,176,45310,69,Clever #AsaduddinOwaisi played a brilliant game to make #BJP winner in UP and he is playing the same game in Gujarat. #GujaratElections
1136,54,66,1383,0,on one side #AAP cm candidate is bewada on other side they are giving money to people for propaganda and @anjanaomkashyap @rahulkanwal is doing paid krantikari interview for #OnlyAAP really shameful #GujaratElections2022 #Gujarat #GujaratElections https://t.co/So1O2eZACi
1137,250,193,29410,0,#GujaratElections2022 #GujaratElections lets hope postal ballots are counted first - otherwise BJP will try to do the same thing they did in Bihar! We all know at least 20 seats were lost by RJD by bluff
1138,483,579,74225,0,"#GujaratElections 2022 not fight between silver-spoon Rahul Gandhi and acquired Ambani diamond fork Narendra Modi, neither it between Delhi Liquor King Kejriwal &amp;Modi! It fight between me and Kali urja at peak under Modi! #gUJARAT  #ગુજરાતના_દિલમાં_ફક્ત_ભાજપ #Gujrat_Boycott_BJP"
1139,436,126,21972,58,"In #Gujarat, 50% of the chairs were taken back in BJP's election rally after people did not turn up.
#Andhbhakt even this one 😄 Also!
Modi's masterstroke to save this situation of BJP from the cameras of News Media. #GujaratElections #BharatJodo 😰😰 https://t.co/t1Ms7UHOAT"
1140,17,465,1357,0,"BJP is facing difficulties in the #Gujarat elections. The BJP has suspended 12 rebel leaders who were denied ticket. 12 seats at risk for BJP in #GujaratElections 

#LotusLeaks"
1141,45,4304608,627377,0,"Raj Samadhiyala village which is 20 km away from Rajkot, not only banned political campaigning but it also imposes a fine of Rs 51 on those who do not come out to vote.

#GujaratElections2022 | #AssemblyElections2022 

https://t.co/Wgp7iD5HZm"
1142,4084,143,5744,6,"#DHSpeakOut | November 23, 2022

#Gujarat #AAP #BJP #Congress #GujaratAssemblyElections #AssemblyElections2022

Read more: https://t.co/qd5zf8Y4hn https://t.co/BcFicr3TyD"
1143,2323,1463,6355,14,"NDTV has stopped covering #HimachalPradeshElections which means #AAP has already given up on even competing. 

Now they're busy with fishing in the muddy waters in Gujarat trying to give a false hope to the public. 

#GujaratElections2022 
#AssemblyElections2022"
1144,472,31848,21160,0,"Ketan Inamdar is Sand Mafia says Kuldeep Singh Raulji counter-attacking Inamdar

#assemblyelections2022  #assemblyelections  #election   #Voter  #vote #vadodara #vadodaranews #news #newsupdate #update #gujarat #vadodaracity #ourvadodara

https://t.co/ywl7hyXflY"
1145,173,1112,4832,0,"Days after Assembly elections, #cementprices again hiked in Himachal; increased third time in 11 months 

#HimachalPradeshelections2022  #HimachalPradesh #himachalNews  #cement  #AssemblyElections2022 
👇
https://t.co/UPn0rvLu2u via 
@TheNewsRadar1 https://t.co/6h3lPHrPMk"
1146,70,142,11926,9,"Hindu Tej Jago!

Only Muslims and #Congress Party can save this country ! 
- Chandan Thakor, Congress Candidate from #Sidhpur constituency, #Gujarat

Congress' deep-rooted distrust of Hindus !

जय श्री राम
#GujaratElections2022    #AssemblyElections2022 https://t.co/jLvZzpRx91"
1147,2,5,867,81,"Hindu Tej Jago!

Only Muslims and #Congress Party can save this country ! 
- Chandan Thakor, Congress Candidate from #Sidhpur constituency, #Gujarat

Congress' deep-rooted distrust of Hindus !

जय श्री राम
#GujaratElections2022 #AssemblyElections2022 https://t.co/ofK1SxgrrN"
1148,133,100187,359275,0,"Despite its six successive wins since 1995, the #BJP leadership nurses the hope to break the Madhavsinh Solanki-led Congress’ record of winning 149 of #Gujarat’s 182 Assembly seats.

#GujaratAssemblyElections #AssemblyElections2022 https://t.co/AcKVxVeRA2"
1149,168,66842,442473,0,"#GujaratPolls: @BJP4India suspends 12 more rebels for contesting as independent candidates

#GujaratElections2022 #GujaratElections #AssemblyElections2022 #BJP 

https://t.co/F30eldYCl0"
1150,168,66842,442473,0,"#GujaratAssemblyElection2022: Maharashtra allows one day paid leave for voters in border areas

#EknathShinde #GujaratElections2022 #GujaratElections #AssemblyElections2022 

https://t.co/YDOSOQTe9s https://t.co/sRzuuPhWTD"
1151,1521,74162,330327,2,"""I have no aukat. Let's discuss the issue of development and make Gujarat develop. Come to the field. Let this be a face off,"" PM @narendramodi said in a scathing attack on the #Congress

#GujaratElections2022 #GujaratElections #AssemblyElections2022 

https://t.co/YDOSOQTe9s https://t.co/pHhHymm60v"
1152,40308,43250,1630306,1,"Former #Congress MLA #KaminibaRathod joined #BJP today in Gandhinagar, Gujarat.

#GujaratElections2022 #GujaratElections #AssemblyElections2022 (ANI)

https://t.co/YDOSOQTe9s https://t.co/UK1bfBcQPJ"
1153,1579,205,153211,2,"Arrived at Ahemdabad,Gujarat for #AssemblyElections2022 Thanks to the @BJYM4Gujarat Karyakarta ,Chirag,Shivam and Rahul for the warmth welcome.

@Tejasvi_Surya @rohit_chahal
@blsanthosh
#Vote4BJP https://t.co/NCp1GY0qXR"
1154,51,26,5660,10,"@RahulGandhi #GujaratElections2022  

Total 182 Seats
  ▪️INC       124 
 ▪️ BJP        50  
  ▪️AAP       00
  ▪️NCP       03  
  ▪️BTP        01
  ▪️OTH       04 

#AssemblyElections2022  #GujaratElections  #india #BharatJodoYatra"
1155,96,970,55677,307,"Gujrat - BJP will form Govt with 134-143 seats, Congress retains its opposition banch with 36-44, AAP 0-2 &amp; others 0-3 #OpinionPollOnABP #AssemblyElections2022 https://t.co/2Wkyuglhcj"
1156,7,48,14278,5,"India TV Opinion Poll - 
GUJARAT Assembly Polls (182/182)

BJP: 113
Congress: 62
AAP: 06
Others: 01

#GujaratElections2022 #AssemblyElections2022"
1157,779,165,5421,5,"Dear @ArvindKejriwal You have rightly said that #AAP and #BJP have a tough fight. For 2nd position

#Congress is going to win.
 #AssemblyElections2022 #GujaratElections #AssemblyPolls2022 #Gujarat #Elections2022 #GujaratPolls2022

👇 Real Janta Ka #OpinionPoll https://t.co/uw32S1p0jO"
1158,658,1505,8211,0,A flock of common cranes fly overhead as residents of a village attend an election meeting in a village in Saurashtra region of Gujarat. #AssemblyElections2022 #PoliticalPulse @IndianExpress @ExpressGujarat @ieElections https://t.co/oIptovuX4Q
1159,802,190,868,2,"Himachal Pradesh CM @jairamthakurbjp in conversation with @ANI at Gandhinagar said elections in Gujarat are one-sided and AAP will loose deposit money in Himachal.

#GujaratElection2022 #HimachalPradeshElections #AssemblyElections2022 https://t.co/2kxGlOdFku"
1160,6,66280,140246,0,"Assembly elections 2022: Jai Ram Thakur exudes confidence of BJP winning Himachal, Gujarat

#AssemblyElections2022 #JaiRamThakur #BJP #HimachalElections #GujaratElections

https://t.co/apA1XnHFdj"
1161,167,17,105,0,"Former Congress MLA from Dehgam Kamini Rathore resigned from the Party and joined #BJP. She also levelled charges on #INC that they sell tickets.

#AssemblyElections2022 #Gujarat https://t.co/QA9Mp41yl4"
1162,220,229,412,0,"As per my research &amp; analysis; BJP is likely to get 120 seats comfortably in #GujaratElections2022       
Total 182 Seats
 ▪️BJP      118-127
 ▪️INC       48-57 
 ▪️AAP      0-5
 ▪️BTP       0-1
 ▪️OTH      0-3
#AssemblyElections2022         #GujaratElections"
1163,53,57,27148,0,"Hindu Tej Jago!

Only Muslims and #Congress Party can save this country ! 
- Chandan Thakor, Congress Candidate from #Sidhpur constituency, #Gujarat

Congress' deep-rooted distrust of Hindus !

जय श्री राम
#GujaratElections2022    #AssemblyElections2022"
1164,168,66842,442473,0,"With @AamAadmiParty's popularity and @INCIndia's Yatra, will @BJP4India have a tough fight in Gujarat Assembly elections 2022?

#BJP #congress #aamadmiparty #GujaratElections2022 #GujaratElections #AssemblyElections2022"
1165,350,74905,289992,0,"Gujarat Assembly Elections 2022: Maharashtra Government Allows One Day Paid Leave for Voters in Border Areas
https://t.co/rH8QkQlPtd
#Gujarat #AssemblyElections2022 #Maharashtra #Government #PaidLeave #Border #Voters #Voting"
