,Followinf Count,Followers Count,Total Tweets,Retweet Count,Tweet Text
979,611,35464,341684,0,"Cricketer #RavindraJadeja and his wife and #BJP leader #RivabaJadeja attend an event in #Jamnagar that has been organised ahead of the filing of #nominations for the upcoming #GujaratElections 

📸ANI

#India #Gujarat #GujaratElection2022 #Politics https://t.co/a2gaOkxTiS"
980,4377,1285,30917,0,"#Gujarat: #RavindraJadeja and his wife &amp; #BJP leader #RivabaJadeja attend an event in #Jamnagar that has been organised ahead of the filing of nomination for the upcoming #GujaratElections  

Rivaba Jadeja will contest from #JamnagarNorth &amp; file her nomination today.
@BJP4Gujarat https://t.co/BFS4DESATy"
981,9,158166,102727,0,"Gujarat: Cricketer #RavindraJadeja and his wife and BJP leader #RivabaJadeja attend an event in Jamnagar that has been organised ahead of the filing of nomination for the upcoming #GujaratElections 
#RivabaJadeja will contest from #JamnagarNorth and file her nomination today."
982,2192,2931,12084,2,"#GujaratElection2022:  @imjadeja appealed to people of Jamnagar North to support his wife @RivabaJadeja, who was named ruling @BJP4Gujarat candidate from the constituency, ✍️@urvashikhona @TheNewIndian_in 

#news #GujaratElections #GujaratAssemblyPolls 

https://t.co/aOl9Yg5qfJ https://t.co/KKEBf0uJNm"
983,34,10,25,0,"#RivabaJadeja
@imjadeja 
@RivabaJadeja 
Congratulations both of you
🙏🙏 https://t.co/GRMOrHGgLQ"
984,335,255,15334,0,Vote for Bjp @BJP4Gujarat @CRPaatil @RivabaJadeja https://t.co/FAGgcRMnzH
985,11,559,606,189,"Famous Cricketer @imjadeja 's  wife #RivabaJadeja gets a @BJP4Gujarat ticket from #jamnagar North for the #GujaratElection2022 
Congratulations &amp; Best Wishes for victory!
#RavindraJadeja
@Bhupendrapbjp 
@CRPaatil https://t.co/n9cSfC4EZ6"
986,57,2,12,0,@sunilpatel139 @imjadeja @RivabaJadeja Good one bapu
987,147,774,3524,0,"@imjadeja Is there any official handle on Twitter for #RivaBaJadeja ? If there is, so share the name. There are many fake going around."
988,176,761,27191,0,"@imjadeja Many Congratulations to #RivaBaJadeja 
#GJ10 #Jamnagar wishes all the best! Always in your support, team @Bjpjamnagar is also very good."
989,155,2,13,9,"Indian all rounder #RavindraJadeja today thanked PM Narendra Modi and Home Minister Amit Shah for giving opportunity to his wife #RivabaJadeja to contest #GujaratAssemblyElections. 

https://t.co/inCH25rXtZ"
990,24,6,110,0,@sunilpatel139 @imjadeja @RivabaJadeja True Boss 👍🏻
991,33,0,19,0,@rajeev_anand @sunilpatel139 @imjadeja @RivabaJadeja uski wife gyi hai wo nhi thoda bahot to support kr hi skta hai wo
992,670,870,50848,175,"Gujarat CM candidate of @AAPGujarat @isudan_gadhvi spoke to us about his vision for Gujarat, AAP's strategy to attract urban voters, Bilkis Bano, freebies and other election issues.
#GujaratElection2022 #Gujarat 
@CNBCTV18Live @CNBCTV18News @ShereenBhan @_prashantnair https://t.co/XRofdEA4ro"
993,5001,2013,24781,59,"In 2007, @toi wasn't so sold out...

#GujaratElection2022 

Modi has broken so many promises.... https://t.co/9kbMg34wGp"
994,1409,1169,140434,0,Election time booster dose for #HimachalPradeshelections2022 and #GujaratElection2022 https://t.co/rapDkviREj
995,1209,930,147314,130,"I have an intuition that Congress is going to create history in upcoming #GujaratElection2022 

Not only BJP will be defeated but it will bite dust. It will be a crushing defeat for BJP. 

Hosh thikane aa jaayenge BJP ke."
996,34,60,1640,569,"Liquor flows freely in ""Dry Gujarat""

#GujaratElection2022 

https://t.co/DP7PSkTBF2 https://t.co/lbX10j6C27"
997,11,2,638,10,"People have immense faith in PM Shri @NarendraModi ji's leadership.  This massive gathering in #Gujarat shows people's love towards him and their trust in #BJP's policies. 

@BJP4India #GujaratElection2022 https://t.co/mCp6cAroDe"
998,5,107,304,65,"Vadodara Run For Vote
Energetic and enthusiastic voters of Vadodara showed their commitment towards their right to #Vote.

4500+ citizens participated in the 3kms mini run
#GujaratElection2022 #Vadodara #AVSAR #Awareness #NoVoterTobeleftBehind #EveryVoteCounts #GoVote https://t.co/CfWg3QQVpZ"
999,9695,10096,733853,27,Campaigning for my daddy @AmitShah4BJP ! It’s our dream campaign. #AmitShahForEllisbridge #GujaratElection2022 https://t.co/bBeYwgdI54
1000,29,2188280,682965,0,"Gujarat Election 2022: Lady don's son Kandhal Jadeja says his 'name is enough to win polls'

#GujaratElection2022

https://t.co/NDFBie0obg"
1001,31,5,489,405,Addressed a very successful public meeting in Danilimda constituency. #GujaratElection2022 https://t.co/SX6TzNaO1C
1002,1232,368,22770,206,"#Gujarat wants PARIVARTAN

Pollsters have missed AAP waves in Delhi and Punjab earlier. Now, Gujarat is ready to bring in #KejriwalModel

#GujaratElection2022 #AAPGujarat https://t.co/tTe080XMiP"
1003,2551,2704,36863,16,"It's not really elections till you do political interviews in the middle of the night! 

Stay tuned for detailed and analytical #GujaratElection2022 show stopper interview by Arnab on @republic @Republic_Bharat https://t.co/pAyQZON1gi"
1004,368,58,8143,7,"Only AAP 
#AamAadmiParty #ArvindKejriwal
#Gujarat #GujaratElection2022 #OnlyAAP #GujratWithKejriwal #GujratElection #election https://t.co/1tvIXSH1SV"
1005,20,4,23,0,"Addressing a very success ful public meeting in Dani limda constituency 
@Gujaratelection2022
@asadowaisi 
@imtiaz_jaleel 
@warispathan https://t.co/qxhiZmDhm0"
1006,102,730,69750,17,"Poster boy of 2002 Gujarat riots exposes the truth behind GJ Model

An eye-opener for misguided youth who think they're holy defenders of Hindutva.

#GujaratElection2022 https://t.co/s6g0d3cBGK"
1007,205,146,35,13,"Gujarat Calling 🙂
#GujaratElection2022 🙌 https://t.co/OAY9ZW796x"
1008,975,328,13658,9,"10. Who was the lawyer of Churchill Alemao accused of smuggling?
 - BJP member Ram Jethmalani!

 #Last_Question :
 Is there any fool who wants to learn patriotism from BJP?
#Gujarat_Boycott_BJP 
#GujaratElection2022 
#Fraud_BJP https://t.co/VJnO4C4tdj"
1009,17,24,2078,13,"I assure the people of #Gujarat that we will work tirelessly for the development of the state and its people. We will make #Gujarat a model state in terms of development and good governance. - @ArvindKejriwal 

#GujaratElections2022 #GujaratElection2022 #EkMokoKejriwalNe https://t.co/PCoZsrWY1L"
1010,278,545,668,0,"A bike Rally by teachers of Danta AC as part of the Voter Awareness programme.
 @CEOGujarat
 #sveep #vote #voterawareness #gujaratelection2022 #avsar #avsarrath https://t.co/UaZDRGV0IR"
1011,289,725,4679,31,"92 bridges are categorized as Danger for traveling!
And these BJP boasts about Gujarat Model!
#GujaratElection2022 https://t.co/9DpINM1Yg1"
1012,103,18,2515,38,Now its time to  #Gujrat_Boycott_BJP #GujaratElection2022 https://t.co/JOIDrMv5gw
1013,114,57,9604,3,Cartoon #GujaratElection2022 #MCDElections2022 https://t.co/aMf4etkXH5
1014,4986,553,3563,15,Gujarat asks that how much commission did the BJP Headquarters get in the contract for Morbi Pool from Oreva Company? #Gujrat_Boycott_BJP #GujaratElection2022 https://t.co/LTAdXjUHt7
1015,588,676,108252,77,Have been traversing the length &amp; breadth of Gujarat in my election travel. Excellent roads makes you travel a  distance of 300 Km on  stretch. Villages are full of  enterprising success stories which leave an everlasting impact. The state is special!#GujaratElection2022
1016,469,37,1189,39,The strongest reply by @KapilMishra_IND  with an examples  to Kejriwal’s ek mauka thugai scheme in #GujaratElection2022 https://t.co/owuvSU7zfK
1017,1221,4839,799,134,"Public enthusiasm in @BJP4Gujarat rallies is reassuring of yet another landslide victory of our party in #GujaratElection2022. 

Overwhelmed by the love and support shown by people during my campaign at Dhansura. https://t.co/yq7HRmpXll"
1018,24,9,1918,8,Now it's high time for the wise people of #Gujarat to get rid of a Proven distractor and Danka-pati.👍 #Gujrat_Boycott_BJP #MoodOfGujarat #GujaratElection2022 #GujaratElections2022 #GujaratElections #Gujarat https://t.co/gz68m2Qerg
1019,24,9,1918,4,Gujarat asks that how much commission did the BJP Headquarters get in the contract for Morbi Pool from Oreva Company? #Gujrat_Boycott_BJP #GujaratElection2022 https://t.co/wK5TqkZGwz
1020,219,3645,33821,19,"Had an extensive discussion with the senior citizens of Dongripura village in Umreth Vidhan Sabha in Anand District on development initiatives and opportunities for future in the region. 

#GujaratElection2022 https://t.co/w1ag3VFBMJ"
1021,3364,3500,10299,30,"Day 12 
Journey started near #Kankariya #LAKE 

Vote for #Aap in #GujaratElection2022 https://t.co/DaN5ycG8n4"
1022,720,284,16246,16,"PM @narendramodi to address rallies at Mehsana, Dahod, Vadodara and Bhavnagar in Gujarat

#GujaratElection2022 https://t.co/oZrslaBgaD"
1023,3682,3234,410243,1,"No impact of freebie promises.
'People laugh' - Amit Shah calls out AAPs Freebie Promises - Says no takers in Gujarat.
#GujaratElection2022 
#GujaratElections2022 
#Gujarat"
1024,853,1590,106140,30,"BREAKING:

Gujarat BJP suspends 12 more people for Anti-Party activities.

Madhu Srivastava, Dinumama, Mavji Desai. Labji Thakor &amp; Dhavalsingh Jhala have been suspended.
#GujaratElection2022 https://t.co/7bFjPC4VRo"
1025,91,969,7459,17,"Even a prisoner into heinous crime is roaming free in tihar jail under @ArvindKejriwal administration and giving massages to his corrupt minister.

Kejriwal called a pocso rape accused therapist,how much low will he go?

#PhysioTheRapist #KejriwalExposed #GujaratElection2022 https://t.co/mMoo4xWP6b"
1026,24,155,32441,67,"Congress leaders and voters who left Congress and joined or voted for AAP must listen to this.

#GujaratElection2022 #MCDElection #CongressAaveChe https://t.co/y8ojYCfSGt"
1027,4344,755,442586,10,"Major reason for defeat in battle is considering ur opponent weak.

BJP will do same mistake and will lose #GujaratElections 

#OnlyAAP #EkMokoKejriwalNe #Gujarat_Boycott_BJP #GujaratElection2022"
1028,365,2185,2258,0,#GujaratElections2022: 2012 and 2017 results in a few maps. Some of the smaller constituencies (like those in Surat) may not be visible. #Gujarat #GujaratElections #GujaratElection2022 (1/3) https://t.co/tyV7Y8Y7aM
1029,129,0,219,0,"@AamAadmiParty @ArvindKejriwal #GujaratElection2022
Only BJP https://t.co/1aQiD5spTr"
1030,3,2,686,1,"People of Gujarat and Himachal Pradesh should listen video before voting @INCHimachal @INCGujarat 
#BharatJodoYatra #GujaratElection2022 #HimachalElection2022 #modimadedisaster https://t.co/MkMrRWGjai"
1031,430,361,7772,4,"Inspiring!

Hon'ble PM Shri @narendramodi Ji listens to the little girl as she takes over the election campaign of @BJP4Gujarat for a while today.
#GujaratElections #GujaratElection2022 
#Gujarat #BJP4Gujarat https://t.co/OVnAgTW7Ih"
1032,336,884,4836,0,"they were encroaching, had Bhupendrabhai, Harshbhai not come up with cleaning operation. And Congress people alleged polarization! Tell me, unauthorized encroachment should be removed or not!""  #GujaratElection2022 https://t.co/ZF4b6lb6um"
1033,336,884,4836,0,"Amit Shah in Khambat, Anand in Central Gujarat,  the town that has been one of the hot spots of communal riots since 2002.  

""Fake Mazaars had been mushrooming in huge numbers in Beyt,  Dwarka. In the name of Mazaars.. 1/2 #GujaratElection2022 https://t.co/P7wLsTUHx4"
1034,25,4,3683,1,"In the last 20years #Gujarat has changed a lot. Today's generation does not know the scarcity Gujarat faced. This generation has not seen scarcity. For this, the previous generation has worked hard: @PMOIndia in Mehsana
#GujaratAssemblyPolls #GujratElection2022 #GujaratElections https://t.co/ZXagSG0O2D"
1035,681,371,69937,26,"Gujarat Maldhari mahapanchayat the umbrella body of cattle rearers, announced that the entire community will vote against the BJP in the upcoming #GujaratAssemblyPolls. And also they conveyed thanks to GPCC prez @jagdishthakormp &amp; INC MLAs who have shown support for the community https://t.co/sQqJu40Yx3"
1036,32,1,2771,1,"In the last 20 years, Gujarat has changed a lot. Today's generation does not know the scarcity Gujarat faced. This generation has not seen scarcity. For this, the previous generation has worked hard: PM Narendra Modi in Mehsana

#GujaratAssemblyPolls https://t.co/QzqnDVraYX"
1037,270,736,24657,0,"I appeal to all voters of Gujarat to join us to understand the misrule of @AamAadmiParty in Punjab tonight.
#GujaratElections #GujaratElections2022 #GujaratAssemblyPolls @INCGujarat @IYCGujarat https://t.co/xpPTLmScNH"
1038,41,609846,234861,0,"#GujaratElections2022: #BJP has reposed faith in five of the leaders by fielding them for yet another term. #Gujarat #GujaratElections #GujaratAssemblyPolls 

https://t.co/cAepPb2NCP"
1039,81,356,4962,0,"In the last 20 years, Gujarat has changed a lot. Today's generation does not know the scarcity Gujarat faced. This generation has not seen scarcity. For this, the previous generation has worked hard: PM Narendra Modi in Mehsana

#GujaratAssemblyPolls https://t.co/5O60Jio6cA"
1040,497,291,41578,24,"In the last 20 years, Gujarat has changed a lot. Today's generation does not know the scarcity Gujarat faced. This generation has not seen scarcity. For this, the previous generation has worked hard: PM Narendra Modi in Mehsana

#GujaratAssemblyPolls https://t.co/8xrVdef5hZ"
1041,320,14634947,829321,0,"@TOIIndiaNews In the last 20 years, Gujarat has changed a lot. Today's generation does not know the scarcity Gujarat faced. This generation has not seen scarcity. For this, the previous generation has worked hard: PM Narendra Modi in Mehsana

#GujaratAssemblyPolls https://t.co/usR9b0JLZw"
1042,4686,1680,24414,27,"Forget about Congress, internally all other opposition and regional parties in India now wants that AAP shud defeat BJP in #GujaratAssemblyPolls 

Everyone wants that public shud get relief now against Anti-People policies by Modi. Enough is Enough"
1043,2662,2254,4423,10,"Sharing some glimpses from the Shining India Survey Gujarat Assembly Election 2022.
#ShiningIndiaSurvey #GujaratSurvey
#GujaratElections2022 #Survey
#GujaratAssemblyPolls https://t.co/KNTU1Rjhdt"
1044,2662,2254,4423,2,"Sharing some glimpses from the Shining India Survey Gujarat Assembly Election 2022.
#ShiningIndiaSurvey #GujaratSurvey
#GujaratElections2022    #Survey
#GujaratAssemblyPolls https://t.co/a5whSBY6Ps"
1045,277,8631,155334,0,"BJP has suspended twelve rebels in disciplinary action, who had filed their nominations as independent candidates after being denied tickets by the ruling party in the upcoming Gujarat Assembly elections.

#GujaratAssemblyPolls #GujaratAssemblyelections #Gujarat #GujaratPolls https://t.co/o1lmVUnoWn"
1046,1,10,2802,0,"IN THE LAST 20 YEARS, GUJARAT HAS CHANGED A LOT. TODAY'S GENERATION DOES NOT KNOW THE SCARCITY GUJARAT FACED. THIS GENERATION HAS NOT SEEN SCARCITY. FOR THIS, THE PREVIOUS GENERATION HAS WORKED HARD: PM NARENDRA MODI IN MEHSANA
#GUJARATASSEMBLYPOLLS 
#ANI"
1047,277,8631,155334,0,"Uttar Pradesh Chief Minister Yogi Adityanath is scheduled to visit Gujarat for the third time this week.

#GujaratAssemblyPolls #GujaratAssemblyelections #Gujarat #GujaratPolls #Elections #Assemblyelection #YogiAdityanath #TheFirstIndia https://t.co/9TKFCgJq9g"
1048,9,158236,102813,0,"In the last 20 years, Gujarat has changed a lot. Today's generation does not know the scarcity Gujarat faced. This generation has not seen scarcity. For this, the previous generation has worked hard: PM Narendra Modi in Mehsana (ANI)

#GujaratAssemblyPolls https://t.co/WyM5Uhc2WD"
1049,1042,352,79080,1,"Is the #Assam CM @himantabiswa pointing☝at the (in-house!) #DNAScam inside of today's @INCIndia party? 
Are the #Gandhis at the helm #NotRealGandhi? 
It's REALLY very serious!

#Gujarat #GujaratElections #GujaratAssemblyPolls https://t.co/rdHt6elkiG"
1050,271,476,37520,63,"#GujaratElections: AIMIM CHIEF EXCLUSIVE ON MIRROR NOW

""BJP doesn't give tickets to Muslims. There narrative is to make #Muslims invisible,"" says @aimim_national's @asadowaisi to @aishvaryjain 

#AsaduddinOwaisi #GujaratAssemblyPolls https://t.co/5luOWavG4U"
1051,106,86,9167,12,"Dear friends ! Did any one watched and heard  Rajkot speech by Shri @RahulGandhi ji, excellent he start with Morbi Tragedy and cover all main core issues, GST, Unemployment. Influation, people of Gujrat should take decision.  #GujaratAssemblyPolls"
1052,444,425,77597,1,"Punjab govts half-hearted measures on #OPS to garner votes in #GujaratAssemblyPolls have infuriated state govt employees. If the govt doesn’t address the growing concern of employees immediately, it would further erode the already dwindling credibility of Mann to a new low: Bajwa https://t.co/D2E4XXGR3V https://t.co/eTPiI4HhOl"
1053,1442,1430,31508,0,"#GujaratElections2022       
#BharatJodoYatra
#GujaratAssemblyPolls

@INCIndia makes promises and DELIVERS.. https://t.co/3DBdLgdED2"
1054,340,106,483,0,"Which political party will win Gujarat Election - 2022.

@BJP4India @INCIndia @AamAadmiParty 

#GujaratElections2022 #GujaratAssemblyPolls #GujaratElections"
1055,341,86,5056,0,"'#Modi ji' you are seeing what #AnjanaOmKashyap is saying,
#Liquor is banned in #Gujarat but all the people who are coming to #Talk to me have drunk #Alcohol.

Wow what a #GujaratModel made.?

#Gujrat_Boycott_BJP
#GujaratElections
#GujaratAssemblyPolls
#GujratElection
#Rupee #BJP https://t.co/AhsMnYeyXQ"
1056,1249,1048,1978,0,"#TheKashmirFilesAtIFFI
#Gujarat #GujaratElections2022    #GujaratAssemblyPolls    #GujaratElections    
#ياسر_الشهراني
#السعوديه_الارجنتين
#Muslims
#Hindu
#GoMutra #GauMata 🐄
Alcohol is forbidden, camel piss is fine. Has someone said; Islam a religion of hygiene? https://t.co/Fppi76Yl4O"
1057,0,22,4753,0,"@DPutra1942 @SwadeshiSamvad @Aryan_warlord @Firezstarter1 @swadeshimanch @YKK082 @JoinSwadeshi @Poojamadan17 @against_FDI @SJMDelhi @rmahajan25 @ashwani_mahajan Friend corporations will make thousands of crores from swadeshi weapons.

#India #BJPTAMILNADU #CongressforGujarat #AAPGujarat #GujaratAssemblyPolls #RSS"
1058,16,92,914,0,"PM Modi exudes hope of witnessing record turnout in polls, Aa Gujarat Main Banavyu Che slogan ‘roaring hit’

#GujaratElection2022 #GujaratAssemblyPolls #PMModi #pmmodiingujarat https://t.co/3yRHyEPGb4"
1059,400,45,2539,0,"This is how Congress has been FOOLING whole India from last 70 years.

BEWARE GUJARAT!!

BEWARE BHARAT!!

....of Congress 

#RahulGandhi
#GujaratElections2022 
#GujaratAssemblyPolls 
#GujaratElections 
#CongressIsCurse https://t.co/Ft1eoOBz1e"
1060,1424,11536,402485,2,"My take on #GujaratElections 👇

Congressi gave lengthy bhaashan on how #BharatJodoYatra under Rahul Gandhi will ensure their victory, which is what they say before results-after results are declared,Congressis have egg on their face

#GujaratElections2022 
#GujaratAssemblyPolls https://t.co/vKDmAH8m4q"
1061,1394,568,5949,0,"#GujaratElections

""BJP doesn't give tickets to Muslims. There narrative is to make #Muslims invisible,"" says @aimim_national's @asadowaisi 

#AsaduddinOwaisi #GujaratAssemblyPolls https://t.co/IRQGT4pVpo"
1062,5049,4589,35247,398,BJP is worthy of only this reception! 🩴 #GujaratAssemblyPolls #GujaratElections2022 https://t.co/fzOcZEIlYf
1063,3540,933,15368,191,"Indranil Rajguru, who left AAP recently &amp; rejoined Congress apologized to Rahul Gandhi &amp; all Congress leaders on stage, in front of crowd.

#Rajkot, #GujaratAssemblyPolls

He also exposed AAP &amp; it's working ethics..🔥🔥🔥 https://t.co/KacV9RokR9"
1064,1590,22,12552,3,".@rahul_tverma speaks to @samzsays @the_hindu on the upcoming Gujarat assembly elections, and the chances of #AAP creating a three-cornered contest competing with the #BJP and the #Congress 

Listen here: https://t.co/P3dEdIciJ5 
#GujaratElection2022 #GujaratAssemblyPolls"
1065,5073,7705,97296,3,"Cyber criminals con Gujarat MLA, 3 others under pretext of offering party ticket for assembly elections 

#GujaratElections2022 #GujaratAssemblyElection2022 #GujaratAssemblyPolls https://t.co/HAqTN4yY8s"
1066,363,121,21959,1,"UP CM Yogi Adityanath to hold election meetings for BJP candidates in Gujarat 

#YogiAdityanath #GujaratElection2022 #GujaratAssemblyPolls #BJP #Campaigns https://t.co/Q5uIHDJh6v"
1067,64,24,1763,1,"India has suffered a lot because of Part time Prime Minister (Busy in inaugurals N temples offering prayers)!! Now time to elect Full time PM ( who sits in the office N perform duties diligently ) #GujaratAssemblyPolls
##Gujrat_Boycott_BJP
#GujaratElections2022 
#GujaratElections https://t.co/vMOOUr4wi8"
1068,302,26,155,0,"Gujarat elections: Political parties banned from campaigning in THIS model village since 1983 

#GujaratAssemblyPolls 
#GujaratElection2022 

https://t.co/Itef84JyW0"
1069,29,2188280,682965,0,"Gujarat elections: Political parties banned from campaigning in THIS model village since 1983

#gujaratassemblyelection2022
#GujaratAssemblyPolls 

https://t.co/aVEM0FruW4"
1070,1249,60,12992,3,"BJP has now suspended 12 more rebel leaders for filing nominations as independent candidates for the upcoming #GujaratAssemblyPolls  

https://t.co/k76NheVEjm"
1071,320,14634947,829321,0,"#GujaratAssemblyPolls 2022: Will the wedding rush hit voting percentage?

#GujaratElections2022 #GujaratAssemblyElection2022 https://t.co/9PPX43dJHe"
1072,219,26,628,0,"The urge to sound politically correct &amp; pretending to be intellectuals by adopting wokeism leads to nowhere but disaster.  
#Politics #PoliticsLive #Gujarat #GujaratElections2022 #GujaratAssemblyPolls https://t.co/IOG7ZhcQYh"
1073,220,23229,109507,0,"The @BJP4Gujarat has suspended 12 #Rebels who had filed their nominations as independent candidates after being denied tickets by the party in the #GujaratAssemblyPolls 

#GujaratElections2022 #BJPrebelcandidates 

https://t.co/282porJyjf"
1074,239,106116,351729,0,"The @BJP4Gujarat has suspended 12 #Rebels who had filed their nominations as independent candidates after being denied tickets by the party in the #GujaratAssemblyPolls 

#GujaratElections2022 #BJPrebelcandidates

https://t.co/8YHfYOjB2Y"
1075,3225,1413,144699,0,"@avadhootashok @manoharnamas @SatyendarJain @msisodia @ArvindKejriwal No one beats @ArvindKejriwal scams works, ads, hit and run activities, press conferences except his mentor #Antoniamaino &amp; #TerrorStatePak and slaves likes you promoting him 24/7 with out knowing his actual work. #GujaratAssemblyPolls #MCDElections2022 https://t.co/zUetbfFf1y"
1076,5,2,80,0,"Gujarat: Aftaab killed Shardha &amp; chopped her body into 35 pieces. When police asked why he brought only Hindu girls he said he did it because they're emotional:Assam CM HB Sharma
#GujaratElections2022 
#GujaratAssemblyPolls"
1077,53,109,1361,0,Read the whole thread #GujaratElections2022 #Gujarat #GujaratAssemblyPolls #GujaratElections https://t.co/QFZLwJqOab
1078,390,121,7336,0,"Those core BJP supporters somewhere unhappy with policies,Turncoats,Poor administration,poor economic policies ,corruption thinks -Voting Congress/AAP is Sin,don't worry,don't vote them,
Go for #NOTA 
#GujaratElections2022 #GujaratAssemblyPolls 
#GujaratElection"
1079,2208,2946,12129,3,"Reporter's Diary : In Ahmedabad with the team of @TheNewIndian_in ready for action. 
@urvashikhona @Tonmoy7sisters &amp; @Sumit_Shoots
#GujaratAssemblyPolls https://t.co/lj0U6GCxuM"
1080,2502,226,17441,0,"@AAPNareshBalyan https://t.co/wQyAcQgdzj

Massage from a child rapist, A class food, mineral water...see the new Aam Aadmi #GujaratElections2022 #Gujarat #GujaratAssemblyPolls #MCDElections2022"
1081,1795,698,66735,1,"PM @NarendraModi will address public meetings in Mehsana at 12:30 pm, in Dahod at 3 pm, in Vadodara at 5 pm and in Bhavnagar at 7:15 pm today 

#GujaratAssemblyPolls https://t.co/04Gl1WhhmT"
1082,126,61,16275,2,#Gujrat #GujaratElections2022 #GujaratModel #GujaratAssemblyPolls #GujaratElections #GujratElection #Gujrat_Boycott_BJP #GujratWithKejriwal This is AAP model for you. https://t.co/DC064XnQcV
1083,5000,398,98379,1,"Maharashtra DCM @Dev_Fadnavis in Gujarat: 
We are ""A"" team and Champion team , will break all time record this time .

#Gujarat 
#GujaratAssemblyPolls 
#GujaratElection2022 https://t.co/LQqdYw9cd9"
1084,43,0,242,0,"Who will win Gujarat Elections 2022 ????  
#GujaratElection2022
#GujaratAssemblyPolls
#GujaratElections"
1085,259,216,10344,0,"#GujaratAssemblyPolls 2022: #BJP suspends 12 more rebels for contesting as independent candidates; 19 shown door so far

Read More Here:🔗https://t.co/tjuvOa9633 https://t.co/tywk5z5uVs"
1086,8,12,2413,1,"@ani_digital @ANI Is the #BJP losing ground in #Gujarat ahead of the upcoming assembly elections?

#GujaratAssemblyPolls #GujaratElections #GujaratElections2022"
1087,350,74905,289992,0,"Gujarat Assembly Elections 2022: BJP Suspends 12 More Rebels for Contesting as Independent Candidates 
#GujaratAssemblyPolls #GujaratElection2022 #BJP 
@BJP4India 
https://t.co/eyrhm1SxuQ"
1088,24,4,337,372,Mr @RahulGandhi to address public meetings in Surat and Rajkot #GujaratAssemblyPolls https://t.co/jPJtRtWQed
1089,531,68,8689,0,"#GujaratAssemblyPolls Gujarat For BJP , India For BJP. https://t.co/lrLeVRbWMu"
1090,555,718,36902,0,"SATYENDRA JAIN sir after having his lunch went for A walk

#ManishSisodia #ArvindKejriwal
#SatyendarJain #SatyendraJain #AAP #TiharJail #Tihar #MCD #Delhi #GujaratAssemblyPolls   
#Gujarat https://t.co/1k9H3fx3sV"
1091,235,36,3811,0,"Maharashtra DCM @Dev_Fadnavis in Gujarat: 
We are ""A"" team and Champion team , will break all time record this time .

#Gujarat 
#GujaratAssemblyPolls    
#GujaratElection2022 https://t.co/qFKZdC8a4H"
1092,117,1172852,695013,1,"Gujarat Assembly Elections: Patidars, politics and polls
#ITVideo #News #GujaratAssemblyPolls https://t.co/S9TFzcXZ9R"
1093,116,172,6836,0,@ANI What understanding does @ArvindKejriwal have with this rapist? #GujaratElection2022 #GujaratAssemblyPolls #MCDElections2022
1094,5073,7705,97296,1,"Congress left no stone unturned in insulting Sardar Patel, says Amit Shah https://t.co/08F7LsYh23 

#GujaratElections #GujaratAssemblyPolls"
1095,555,718,36902,0,"Meanwhile Satyendra Jain  sir from the jail

#ManishSisodia #ArvindKejriwal
#SatyendarJain #SatyendraJain #AAP #TiharJail #Tihar #MCD #Delhi #GujaratAssemblyPolls   
#Gujarat https://t.co/cZJOJs4oGa"
1096,555,718,36902,0,"@amitmalviya Meanwhile MR.MANISH sir to MR. SATYENDRA JAIN 

#ManishSisodia #ArvindKejriwal
#SatyendarJain #SatyendraJain #AAP #TiharJail #Tihar #MCD #Delhi #GujaratAssemblyPolls   
#Gujarat https://t.co/QRRpZjPwaI"
1097,555,718,36902,0,"@ANI Meanwhile MR.MANISH sir to MR. SATYENDRA JAIN 

#ManishSisodia #ArvindKejriwal
#SatyendarJain #SatyendraJain #AAP #TiharJail #Tihar #MCD #Delhi #GujaratAssemblyPolls   
#Gujarat https://t.co/89WsMppa9m"
1098,555,718,36902,0,"@moronhumor Meanwhile MR.MANISH sir to MR. SATYENDRA JAIN 

#ManishSisodia #ArvindKejriwal
#SatyendarJain #SatyendraJain #AAP #TiharJail #Tihar #MCD #Delhi #GujaratAssemblyPolls   
#Gujarat https://t.co/TaoauVnjAo"
1099,555,718,36902,0,"Meanwhile MR.MANISH sir to MR. SATYENDRA JAIN 

#ManishSisodia #ArvindKejriwal
#SatyendarJain #SatyendraJain #AAP #TiharJail #Tihar #MCD #Delhi #GujaratAssemblyPolls
#Gujarat https://t.co/cKcI7wZB4u"
1100,969,833,53738,2,"#GujaratElection #GujaratElections are fought by people of #Gujarat against the fake #GujaratModel by born liar &amp; former CM of Gujarat &amp; current PM #Modi 
#GujaratAssemblyPolls #gujarat_with_morbi #GujaratMaangeParivartan"
1101,123,1130,1121551,15,"Gujarat Assembly elections: Maharashtra allows one day paid leave for voters in border areas

Read @ANI Story |   https://t.co/jEZnoakj7j
#GujaratElections2022 #GujaratAssemblyPolls #EknathShinde https://t.co/1WbZDg9Oqs"
1102,1204,1362,169961,1,"Dear Gujaratians vote for #BJP to get more roads like this , to get more damaged bridges, to face more communal riots, to get more rapists,  to get more unemployment etc...
#GujaratElection2022
#Gujarat_Boycott_BJP 
#Gujarat 
#GujaratAssemblyPolls https://t.co/lWvcKDduZs"
1103,54,3,6,7,"Gujarat polls: PM Modi to address rallies in Surendranagar, Jabusar and Navsari today

Read @ANI Story | https://t.co/qteAZyhz6e
#PMModi #pmmodiingujarat #Gujarat #GujaratElection2022 #GujaratAssemblyPolls #Gujaratpolitics #Gujaratelections https://t.co/7m4BQAoCYn"
